gene_callers_id	contig
193	qb307082014_I_scaffold_13
194	qb307082014_I_scaffold_13
195	qb307082014_I_scaffold_13
196	qb307082014_I_scaffold_13
197	qb307082014_I_scaffold_13
198	qb307082014_I_scaffold_13
199	qb307082014_I_scaffold_13
200	qb307082014_I_scaffold_13
201	qb307082014_I_scaffold_13
202	qb307082014_I_scaffold_13
203	qb307082014_I_scaffold_13
204	qb307082014_I_scaffold_13
205	qb307082014_I_scaffold_13
206	qb307082014_I_scaffold_13
207	qb307082014_I_scaffold_13
208	qb307082014_I_scaffold_13
209	qb307082014_I_scaffold_13
210	qb307082014_I_scaffold_13
211	qb307082014_I_scaffold_13
212	qb307082014_I_scaffold_13
213	qb307082014_I_scaffold_13
214	qb307082014_I_scaffold_13
215	qb307082014_I_scaffold_13
216	qb307082014_I_scaffold_13
217	qb307082014_I_scaffold_13
218	qb307082014_I_scaffold_13
219	qb307082014_I_scaffold_13
220	qb307082014_I_scaffold_13
221	qb307082014_I_scaffold_13
222	qb307082014_I_scaffold_13
223	qb307082014_I_scaffold_13
224	qb307082014_I_scaffold_13
225	qb307082014_I_scaffold_13
226	qb307082014_I_scaffold_13
227	qb307082014_I_scaffold_13
228	qb307082014_I_scaffold_13
229	qb307082014_I_scaffold_13
230	qb307082014_I_scaffold_13
231	qb307082014_I_scaffold_13
232	qb307082014_I_scaffold_13
233	qb307082014_I_scaffold_13
234	qb307082014_I_scaffold_13
235	qb307082014_I_scaffold_13
236	qb307082014_I_scaffold_13
237	qb307082014_I_scaffold_13
238	qb307082014_I_scaffold_13
239	qb307082014_I_scaffold_13
240	qb307082014_I_scaffold_13
241	qb307082014_I_scaffold_13
242	qb307082014_I_scaffold_13
243	qb307082014_I_scaffold_13
244	qb307082014_I_scaffold_13
245	qb307082014_I_scaffold_13
246	qb307082014_I_scaffold_13
247	qb307082014_I_scaffold_13
248	qb307082014_I_scaffold_13
249	qb307082014_I_scaffold_13
250	qb307082014_I_scaffold_13
251	qb307082014_I_scaffold_13
252	qb307082014_I_scaffold_13
253	qb307082014_I_scaffold_13
254	qb307082014_I_scaffold_13
255	qb307082014_I_scaffold_13
256	qb307082014_I_scaffold_13
257	qb307082014_I_scaffold_13
258	qb307082014_I_scaffold_13
259	qb307082014_I_scaffold_13
260	qb307082014_I_scaffold_13
261	qb307082014_I_scaffold_13
262	qb307082014_I_scaffold_13
263	qb307082014_I_scaffold_13
264	qb307082014_I_scaffold_13
265	qb307082014_I_scaffold_13
266	qb307082014_I_scaffold_13
267	qb307082014_I_scaffold_13
268	qb307082014_I_scaffold_13
269	qb307082014_I_scaffold_13
270	qb307082014_I_scaffold_13
271	qb307082014_I_scaffold_13
272	qb307082014_I_scaffold_13
273	qb307082014_I_scaffold_13
274	qb307082014_I_scaffold_13
275	qb307082014_I_scaffold_13
276	qb307082014_I_scaffold_13
277	qb307082014_I_scaffold_13
278	qb307082014_I_scaffold_13
279	qb307082014_I_scaffold_13
280	qb307082014_I_scaffold_13
281	qb307082014_I_scaffold_13
282	qb307082014_I_scaffold_13
283	qb307082014_I_scaffold_13
284	qb307082014_I_scaffold_13
285	qb307082014_I_scaffold_13
286	qb307082014_I_scaffold_13
287	qb307082014_I_scaffold_13
288	qb307082014_I_scaffold_13
289	qb307082014_I_scaffold_13
290	qb307082014_I_scaffold_13
291	qb307082014_I_scaffold_13
292	qb307082014_I_scaffold_13
293	qb307082014_I_scaffold_13
294	qb307082014_I_scaffold_13
295	qb307082014_I_scaffold_13
296	qb307082014_I_scaffold_13
297	qb307082014_I_scaffold_13
298	qb307082014_I_scaffold_13
299	qb307082014_I_scaffold_13
300	qb307082014_I_scaffold_13
301	qb307082014_I_scaffold_13
302	qb307082014_I_scaffold_13
303	qb307082014_I_scaffold_13
304	qb307082014_I_scaffold_13
305	qb307082014_I_scaffold_13
306	qb307082014_I_scaffold_13
307	qb307082014_I_scaffold_13
308	qb307082014_I_scaffold_13
309	qb307082014_I_scaffold_13
310	qb307082014_I_scaffold_13
311	qb307082014_I_scaffold_13
312	qb307082014_I_scaffold_13
313	qb307082014_I_scaffold_13
314	qb307082014_I_scaffold_13
315	qb307082014_I_scaffold_13
316	qb307082014_I_scaffold_13
317	qb307082014_I_scaffold_13
318	qb307082014_I_scaffold_13
319	qb307082014_I_scaffold_13
320	qb307082014_I_scaffold_13
321	qb307082014_I_scaffold_13
322	qb307082014_I_scaffold_13
323	qb307082014_I_scaffold_13
324	qb307082014_I_scaffold_13
325	qb307082014_I_scaffold_13
326	qb307082014_I_scaffold_13
327	qb307082014_I_scaffold_13
328	qb307082014_I_scaffold_13
329	qb307082014_I_scaffold_13
330	qb307082014_I_scaffold_13
331	qb307082014_I_scaffold_13
332	qb307082014_I_scaffold_13
333	qb307082014_I_scaffold_13
334	qb307082014_I_scaffold_13
335	qb307082014_I_scaffold_13
336	qb307082014_I_scaffold_13
337	qb307082014_I_scaffold_13
338	qb307082014_I_scaffold_13
339	qb307082014_I_scaffold_13
340	qb307082014_I_scaffold_13
341	qb307082014_I_scaffold_13
342	qb307082014_I_scaffold_13
343	qb307082014_I_scaffold_13
344	qb307082014_I_scaffold_13
345	qb307082014_I_scaffold_13
346	qb307082014_I_scaffold_13
347	qb307082014_I_scaffold_13
348	qb307082014_I_scaffold_13
349	qb307082014_I_scaffold_13
350	qb307082014_I_scaffold_13
351	qb307082014_I_scaffold_13
352	qb307082014_I_scaffold_13
353	qb307082014_I_scaffold_13
354	qb307082014_I_scaffold_13
355	qb307082014_I_scaffold_13
356	qb307082014_I_scaffold_13
357	qb307082014_I_scaffold_13
358	qb307082014_I_scaffold_13
359	qb307082014_I_scaffold_13
360	qb307082014_I_scaffold_13
361	qb307082014_I_scaffold_13
362	qb307082014_I_scaffold_13
363	qb307082014_I_scaffold_13
364	qb307082014_I_scaffold_13
365	qb307082014_I_scaffold_13
366	qb307082014_I_scaffold_13
367	qb307082014_I_scaffold_13
368	qb307082014_I_scaffold_13
369	qb307082014_I_scaffold_13
370	qb307082014_I_scaffold_13
371	qb307082014_I_scaffold_13
372	qb307082014_I_scaffold_13
373	qb307082014_I_scaffold_13
374	qb307082014_I_scaffold_13
375	qb307082014_I_scaffold_13
376	qb307082014_I_scaffold_13
377	qb307082014_I_scaffold_13
378	qb307082014_I_scaffold_13
379	qb307082014_I_scaffold_13
380	qb307082014_I_scaffold_13
381	qb307082014_I_scaffold_13
382	qb307082014_I_scaffold_13
383	qb307082014_I_scaffold_13
384	qb307082014_I_scaffold_13
385	qb307082014_I_scaffold_13
386	qb307082014_I_scaffold_13
387	qb307082014_I_scaffold_13
388	qb307082014_I_scaffold_13
389	qb307082014_I_scaffold_13
390	qb307082014_I_scaffold_13
391	qb307082014_I_scaffold_13
392	qb307082014_I_scaffold_13
393	qb307082014_I_scaffold_13
394	qb307082014_I_scaffold_13
395	qb307082014_I_scaffold_13
396	qb307082014_I_scaffold_13
397	qb307082014_I_scaffold_13
398	qb307082014_I_scaffold_13
399	qb307082014_I_scaffold_13
400	qb307082014_I_scaffold_13
401	qb307082014_I_scaffold_13
402	qb307082014_I_scaffold_13
403	qb307082014_I_scaffold_13
404	qb307082014_I_scaffold_13
405	qb307082014_I_scaffold_13
406	qb307082014_I_scaffold_13
407	qb307082014_I_scaffold_13
408	qb307082014_I_scaffold_13
409	qb307082014_I_scaffold_13
410	qb307082014_I_scaffold_13
411	qb307082014_I_scaffold_13
412	qb307082014_I_scaffold_13
413	qb307082014_I_scaffold_13
414	qb307082014_I_scaffold_13
415	qb307082014_I_scaffold_13
416	qb307082014_I_scaffold_13
417	qb307082014_I_scaffold_13
418	qb307082014_I_scaffold_13
419	qb307082014_I_scaffold_13
420	qb307082014_I_scaffold_13
421	qb307082014_I_scaffold_13
422	qb307082014_I_scaffold_13
423	qb307082014_I_scaffold_13
424	qb307082014_I_scaffold_13
425	qb307082014_I_scaffold_13
426	qb307082014_I_scaffold_13
427	qb307082014_I_scaffold_13
428	qb307082014_I_scaffold_13
429	qb307082014_I_scaffold_13
430	qb307082014_I_scaffold_13
431	qb307082014_I_scaffold_13
432	qb307082014_I_scaffold_13
433	qb307082014_I_scaffold_13
434	qb307082014_I_scaffold_13
435	qb307082014_I_scaffold_13
436	qb307082014_I_scaffold_13
437	qb307082014_I_scaffold_13
438	qb307082014_I_scaffold_13
439	qb307082014_I_scaffold_13
440	qb307082014_I_scaffold_13
441	qb307082014_I_scaffold_13
442	qb307082014_I_scaffold_13
443	qb307082014_I_scaffold_13
444	qb307082014_I_scaffold_13
445	qb307082014_I_scaffold_13
446	qb307082014_I_scaffold_13
447	qb307082014_I_scaffold_13
448	qb307082014_I_scaffold_13
449	qb307082014_I_scaffold_13
450	qb307082014_I_scaffold_13
451	qb307082014_I_scaffold_13
452	qb307082014_I_scaffold_13
453	qb307082014_I_scaffold_13
454	qb307082014_I_scaffold_13
455	qb307082014_I_scaffold_13
456	qb307082014_I_scaffold_13
457	qb307082014_I_scaffold_13
458	qb307082014_I_scaffold_13
459	qb307082014_I_scaffold_13
460	qb307082014_I_scaffold_13
461	qb307082014_I_scaffold_13
462	qb307082014_I_scaffold_13
463	qb307082014_I_scaffold_13
464	qb307082014_I_scaffold_13
465	qb307082014_I_scaffold_13
466	qb307082014_I_scaffold_13
467	qb307082014_I_scaffold_13
468	qb307082014_I_scaffold_13
469	qb307082014_I_scaffold_13
470	qb307082014_I_scaffold_13
471	qb307082014_I_scaffold_13
472	qb307082014_I_scaffold_13
473	qb307082014_I_scaffold_13
474	qb307082014_I_scaffold_13
475	qb307082014_I_scaffold_13
476	qb307082014_I_scaffold_13
477	qb307082014_I_scaffold_13
478	qb307082014_I_scaffold_13
479	qb307082014_I_scaffold_13
480	qb307082014_I_scaffold_13
481	qb307082014_I_scaffold_13
482	qb307082014_I_scaffold_13
483	qb307082014_I_scaffold_13
484	qb307082014_I_scaffold_13
485	qb307082014_I_scaffold_13
486	qb307082014_I_scaffold_13
487	qb307082014_I_scaffold_13
488	qb307082014_I_scaffold_13
489	qb307082014_I_scaffold_13
490	qb307082014_I_scaffold_13
491	qb307082014_I_scaffold_13
492	qb307082014_I_scaffold_13
493	qb307082014_I_scaffold_13
494	qb307082014_I_scaffold_13
495	qb307082014_I_scaffold_13
496	qb307082014_I_scaffold_13
497	qb307082014_I_scaffold_13
498	qb307082014_I_scaffold_13
499	qb307082014_I_scaffold_13
500	qb307082014_I_scaffold_13
501	qb307082014_I_scaffold_13
502	qb307082014_I_scaffold_13
503	qb307082014_I_scaffold_13
504	qb307082014_I_scaffold_13
505	qb307082014_I_scaffold_13
506	qb307082014_I_scaffold_13
507	qb307082014_I_scaffold_13
508	qb307082014_I_scaffold_13
509	qb307082014_I_scaffold_13
510	qb307082014_I_scaffold_13
511	qb307082014_I_scaffold_13
512	qb307082014_I_scaffold_13
513	qb307082014_I_scaffold_13
514	qb307082014_I_scaffold_13
515	qb307082014_I_scaffold_13
516	qb307082014_I_scaffold_13
517	qb307082014_I_scaffold_13
518	qb307082014_I_scaffold_13
519	qb307082014_I_scaffold_13
520	qb307082014_I_scaffold_13
521	qb307082014_I_scaffold_13
522	qb307082014_I_scaffold_13
523	qb307082014_I_scaffold_13
524	qb307082014_I_scaffold_13
525	qb307082014_I_scaffold_13
526	qb307082014_I_scaffold_13
527	qb307082014_I_scaffold_13
528	qb307082014_I_scaffold_13
529	qb307082014_I_scaffold_13
530	qb307082014_I_scaffold_13
531	qb307082014_I_scaffold_13
532	qb307082014_I_scaffold_13
533	qb307082014_I_scaffold_13
534	qb307082014_I_scaffold_13
535	qb307082014_I_scaffold_13
536	qb307082014_I_scaffold_13
537	qb307082014_I_scaffold_13
538	qb307082014_I_scaffold_13
539	qb307082014_I_scaffold_13
540	qb307082014_I_scaffold_13
541	qb307082014_I_scaffold_13
542	qb307082014_I_scaffold_13
543	qb307082014_I_scaffold_13
544	qb307082014_I_scaffold_13
545	qb307082014_I_scaffold_13
546	qb307082014_I_scaffold_13
547	qb307082014_I_scaffold_13
548	qb307082014_I_scaffold_13
549	qb307082014_I_scaffold_13
550	qb307082014_I_scaffold_13
551	qb307082014_I_scaffold_13
552	qb307082014_I_scaffold_13
553	qb307082014_I_scaffold_13
554	qb307082014_I_scaffold_13
555	qb307082014_I_scaffold_13
556	qb307082014_I_scaffold_13
557	qb307082014_I_scaffold_13
558	qb307082014_I_scaffold_13
559	qb307082014_I_scaffold_13
560	qb307082014_I_scaffold_13
561	qb307082014_I_scaffold_13
562	qb307082014_I_scaffold_13
563	qb307082014_I_scaffold_13
564	qb307082014_I_scaffold_13
565	qb307082014_I_scaffold_13
566	qb307082014_I_scaffold_13
567	qb307082014_I_scaffold_13
568	qb307082014_I_scaffold_13
569	qb307082014_I_scaffold_13
570	qb307082014_I_scaffold_13
571	qb307082014_I_scaffold_13
572	qb307082014_I_scaffold_13
573	qb307082014_I_scaffold_13
574	qb307082014_I_scaffold_13
575	qb307082014_I_scaffold_13
576	qb307082014_I_scaffold_13
577	qb307082014_I_scaffold_13
578	qb307082014_I_scaffold_13
579	qb307082014_I_scaffold_13
580	qb307082014_I_scaffold_13
581	qb307082014_I_scaffold_13
582	qb307082014_I_scaffold_13
583	qb307082014_I_scaffold_13
584	qb307082014_I_scaffold_13
585	qb307082014_I_scaffold_13
586	qb307082014_I_scaffold_13
587	qb307082014_I_scaffold_13
588	qb307082014_I_scaffold_13
589	qb307082014_I_scaffold_13
590	qb307082014_I_scaffold_13
591	qb307082014_I_scaffold_13
592	qb307082014_I_scaffold_13
593	qb307082014_I_scaffold_13
594	qb307082014_I_scaffold_13
595	qb307082014_I_scaffold_13
596	qb307082014_I_scaffold_13
597	qb307082014_I_scaffold_13
598	qb307082014_I_scaffold_13
599	qb307082014_I_scaffold_13
600	qb307082014_I_scaffold_13
601	qb307082014_I_scaffold_13
602	qb307082014_I_scaffold_13
603	qb307082014_I_scaffold_13
604	qb307082014_I_scaffold_13
605	qb307082014_I_scaffold_13
606	qb307082014_I_scaffold_13
607	qb307082014_I_scaffold_13
608	qb307082014_I_scaffold_13
609	qb307082014_I_scaffold_13
610	qb307082014_I_scaffold_13
611	qb307082014_I_scaffold_13
612	qb307082014_I_scaffold_13
613	qb307082014_I_scaffold_13
614	qb307082014_I_scaffold_13
615	qb307082014_I_scaffold_13
616	qb307082014_I_scaffold_13
617	qb307082014_I_scaffold_13
618	qb307082014_I_scaffold_13
619	qb307082014_I_scaffold_13
620	qb307082014_I_scaffold_13
621	qb307082014_I_scaffold_13
622	qb307082014_I_scaffold_13
623	qb307082014_I_scaffold_13
624	qb307082014_I_scaffold_13
625	qb307082014_I_scaffold_13
626	qb307082014_I_scaffold_13
627	qb307082014_I_scaffold_13
628	qb307082014_I_scaffold_13
629	qb307082014_I_scaffold_59
630	qb307082014_I_scaffold_59
631	qb307082014_I_scaffold_59
632	qb307082014_I_scaffold_59
633	qb307082014_I_scaffold_59
634	qb307082014_I_scaffold_59
635	qb307082014_I_scaffold_59
636	qb307082014_I_scaffold_59
637	qb307082014_I_scaffold_59
638	qb307082014_I_scaffold_59
639	qb307082014_I_scaffold_59
640	qb307082014_I_scaffold_59
641	qb307082014_I_scaffold_59
642	qb307082014_I_scaffold_59
643	qb307082014_I_scaffold_59
644	qb307082014_I_scaffold_59
645	qb307082014_I_scaffold_59
646	qb307082014_I_scaffold_59
647	qb307082014_I_scaffold_59
648	qb307082014_I_scaffold_59
649	qb307082014_I_scaffold_59
650	qb307082014_I_scaffold_59
651	qb307082014_I_scaffold_59
652	qb307082014_I_scaffold_59
653	qb307082014_I_scaffold_59
654	qb307082014_I_scaffold_59
655	qb307082014_I_scaffold_59
656	qb307082014_I_scaffold_59
657	qb307082014_I_scaffold_59
658	qb307082014_I_scaffold_59
659	qb307082014_I_scaffold_59
660	qb307082014_I_scaffold_59
661	qb307082014_I_scaffold_59
662	qb307082014_I_scaffold_59
663	qb307082014_I_scaffold_59
664	qb307082014_I_scaffold_59
665	qb307082014_I_scaffold_59
666	qb307082014_I_scaffold_59
667	qb307082014_I_scaffold_59
668	qb307082014_I_scaffold_59
669	qb307082014_I_scaffold_59
670	qb307082014_I_scaffold_59
671	qb307082014_I_scaffold_59
672	qb307082014_I_scaffold_59
673	qb307082014_I_scaffold_59
674	qb307082014_I_scaffold_59
675	qb307082014_I_scaffold_59
676	qb307082014_I_scaffold_59
677	qb307082014_I_scaffold_59
678	qb307082014_I_scaffold_59
679	qb307082014_I_scaffold_59
680	qb307082014_I_scaffold_59
681	qb307082014_I_scaffold_59
682	qb307082014_I_scaffold_59
683	qb307082014_I_scaffold_59
684	qb307082014_I_scaffold_59
685	qb307082014_I_scaffold_59
686	qb307082014_I_scaffold_59
687	qb307082014_I_scaffold_59
688	qb307082014_I_scaffold_59
689	qb307082014_I_scaffold_59
690	qb307082014_I_scaffold_59
691	qb307082014_I_scaffold_59
692	qb307082014_I_scaffold_59
693	qb307082014_I_scaffold_59
694	qb307082014_I_scaffold_59
695	qb307082014_I_scaffold_59
696	qb307082014_I_scaffold_59
697	qb307082014_I_scaffold_59
698	qb307082014_I_scaffold_59
699	qb307082014_I_scaffold_59
700	qb307082014_I_scaffold_59
701	qb307082014_I_scaffold_59
702	qb307082014_I_scaffold_59
703	qb307082014_I_scaffold_105
704	qb307082014_I_scaffold_105
705	qb307082014_I_scaffold_105
706	qb307082014_I_scaffold_105
707	qb307082014_I_scaffold_105
708	qb307082014_I_scaffold_105
709	qb307082014_I_scaffold_105
710	qb307082014_I_scaffold_105
711	qb307082014_I_scaffold_105
712	qb307082014_I_scaffold_105
713	qb307082014_I_scaffold_105
714	qb307082014_I_scaffold_105
715	qb307082014_I_scaffold_105
716	qb307082014_I_scaffold_105
717	qb307082014_I_scaffold_105
718	qb307082014_I_scaffold_105
719	qb307082014_I_scaffold_105
720	qb307082014_I_scaffold_105
721	qb307082014_I_scaffold_105
722	qb307082014_I_scaffold_105
723	qb307082014_I_scaffold_105
724	qb307082014_I_scaffold_105
725	qb307082014_I_scaffold_105
726	qb307082014_I_scaffold_105
727	qb307082014_I_scaffold_105
728	qb307082014_I_scaffold_105
729	qb307082014_I_scaffold_105
730	qb307082014_I_scaffold_105
731	qb307082014_I_scaffold_105
732	qb307082014_I_scaffold_105
733	qb307082014_I_scaffold_105
734	qb307082014_I_scaffold_105
735	qb307082014_I_scaffold_105
736	qb307082014_I_scaffold_105
737	qb307082014_I_scaffold_1160
738	qb307082014_I_scaffold_1160
739	qb307082014_I_scaffold_1314
740	qb307082014_I_scaffold_1314
741	qb307082014_I_scaffold_158
742	qb307082014_I_scaffold_158
743	qb307082014_I_scaffold_158
744	qb307082014_I_scaffold_158
745	qb307082014_I_scaffold_158
746	qb307082014_I_scaffold_158
747	qb307082014_I_scaffold_158
748	qb307082014_I_scaffold_158
749	qb307082014_I_scaffold_158
750	qb307082014_I_scaffold_158
751	qb307082014_I_scaffold_158
752	qb307082014_I_scaffold_158
753	qb307082014_I_scaffold_158
754	qb307082014_I_scaffold_158
755	qb307082014_I_scaffold_158
756	qb307082014_I_scaffold_158
757	qb307082014_I_scaffold_158
758	qb307082014_I_scaffold_158
759	qb307082014_I_scaffold_158
760	qb307082014_I_scaffold_158
761	qb307082014_I_scaffold_158
762	qb307082014_I_scaffold_191
763	qb307082014_I_scaffold_191
764	qb307082014_I_scaffold_191
765	qb307082014_I_scaffold_191
766	qb307082014_I_scaffold_191
767	qb307082014_I_scaffold_191
768	qb307082014_I_scaffold_23
769	qb307082014_I_scaffold_23
770	qb307082014_I_scaffold_23
771	qb307082014_I_scaffold_23
772	qb307082014_I_scaffold_23
773	qb307082014_I_scaffold_23
774	qb307082014_I_scaffold_23
775	qb307082014_I_scaffold_23
776	qb307082014_I_scaffold_23
777	qb307082014_I_scaffold_23
778	qb307082014_I_scaffold_23
779	qb307082014_I_scaffold_23
780	qb307082014_I_scaffold_23
781	qb307082014_I_scaffold_23
782	qb307082014_I_scaffold_23
783	qb307082014_I_scaffold_23
784	qb307082014_I_scaffold_23
785	qb307082014_I_scaffold_23
786	qb307082014_I_scaffold_23
787	qb307082014_I_scaffold_23
788	qb307082014_I_scaffold_23
789	qb307082014_I_scaffold_23
790	qb307082014_I_scaffold_23
791	qb307082014_I_scaffold_23
792	qb307082014_I_scaffold_23
793	qb307082014_I_scaffold_23
794	qb307082014_I_scaffold_23
795	qb307082014_I_scaffold_23
796	qb307082014_I_scaffold_23
797	qb307082014_I_scaffold_23
798	qb307082014_I_scaffold_23
799	qb307082014_I_scaffold_23
800	qb307082014_I_scaffold_23
801	qb307082014_I_scaffold_23
802	qb307082014_I_scaffold_23
803	qb307082014_I_scaffold_23
804	qb307082014_I_scaffold_23
805	qb307082014_I_scaffold_23
806	qb307082014_I_scaffold_23
807	qb307082014_I_scaffold_23
808	qb307082014_I_scaffold_23
809	qb307082014_I_scaffold_23
810	qb307082014_I_scaffold_23
811	qb307082014_I_scaffold_23
812	qb307082014_I_scaffold_23
813	qb307082014_I_scaffold_23
814	qb307082014_I_scaffold_23
815	qb307082014_I_scaffold_23
816	qb307082014_I_scaffold_23
817	qb307082014_I_scaffold_23
818	qb307082014_I_scaffold_23
819	qb307082014_I_scaffold_23
820	qb307082014_I_scaffold_23
