db_name	gene_callers_id	gene_name	accession	percent_identity	bitscore	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
INFANTGUT	14404	ribosomal_L24	RS_GCF_000164865.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter lignolyticus
INFANTGUT	14404	ribosomal_L24	RS_GCF_001484765.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia teleogrylli
INFANTGUT	14404	ribosomal_L24	RS_GCF_002269255.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola
INFANTGUT	14404	ribosomal_L24	RS_GCF_002900365.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae
INFANTGUT	14404	ribosomal_L24	RS_GCF_001660175.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp001660175
INFANTGUT	14404	ribosomal_L24	RS_GCF_900460855.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
INFANTGUT	14404	ribosomal_L24	RS_GCF_900198535.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella sp900198535
INFANTGUT	14404	ribosomal_L24	RS_GCF_000026325.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
INFANTGUT	14404	ribosomal_L24	RS_GCF_000330845.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	Pseudocitrobacter sp000330845
INFANTGUT	14404	ribosomal_L24	RS_GCF_005843885.1	97.1	185.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp005843885
INFANTGUT	14404	ribosomal_L24	CONSENSUS	98.1	186.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri
INFANTGUT	5820	Ribosomal_L22	RS_GCF_000701705.1	100.0	201.0	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia
INFANTGUT	5820	Ribosomal_L22	GB_GCA_900553145.1	100.0	201.0	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila sp900553145
INFANTGUT	5820	Ribosomal_L22	CONSENSUS	100.0	201.0	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	None
INFANTGUT	800	ribosomal_L24	RS_GCF_000012825.1	98.1	194.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
INFANTGUT	800	ribosomal_L24	RS_GCF_000156075.1	97.1	193.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
INFANTGUT	800	ribosomal_L24	RS_GCF_000614185.1	97.1	193.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii
INFANTGUT	800	ribosomal_L24	RS_GCF_000382445.1	96.2	192.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
INFANTGUT	800	ribosomal_L24	RS_GCF_003437535.1	96.2	189.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
INFANTGUT	800	ribosomal_L24	RS_GCF_000187895.1	96.2	189.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
INFANTGUT	800	ribosomal_L24	GB_GCA_900541515.1	96.2	189.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900541515
INFANTGUT	800	ribosomal_L24	RS_GCF_000154845.1	96.2	189.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola
INFANTGUT	800	ribosomal_L24	GB_GCA_900066445.1	95.2	189.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066445
INFANTGUT	800	ribosomal_L24	GB_GCA_900544075.1	95.2	189.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900544075
INFANTGUT	800	ribosomal_L24	RS_GCF_900128495.1	95.2	189.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola ilei
INFANTGUT	800	ribosomal_L24	GB_GCA_900066455.1	95.2	188.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066455
INFANTGUT	800	ribosomal_L24	RS_GCF_900128455.1	95.2	188.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola mediterraneensis
INFANTGUT	800	ribosomal_L24	RS_GCF_000190575.1	94.2	188.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola salanitronis
INFANTGUT	800	ribosomal_L24	RS_GCF_002161765.1	94.2	188.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp002161765
INFANTGUT	800	ribosomal_L24	RS_GCF_000613805.1	94.2	188.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola paurosaccharolyticus
INFANTGUT	800	ribosomal_L24	GB_GCA_900544675.1	94.2	188.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900544675
INFANTGUT	800	ribosomal_L24	RS_GCF_002161565.1	94.2	188.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp002161565
INFANTGUT	800	ribosomal_L24	GB_GCA_900553185.1	95.2	187.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900553185
INFANTGUT	800	ribosomal_L24	GB_GCA_900540105.1	94.2	187.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900540105
INFANTGUT	800	ribosomal_L24	CONSENSUS	98.1	194.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000759775.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia albertii
INFANTGUT	14410	Ribosomal_L22	GB_GCA_900446925.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000208585.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp000208585
INFANTGUT	14410	Ribosomal_L22	RS_GCF_004211955.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp004211955
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000252995.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000696575.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	Siccibacter colletis
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000027065.2	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter turicensis
INFANTGUT	14410	Ribosomal_L22	RS_GCF_001277175.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter universalis
INFANTGUT	14410	Ribosomal_L22	RS_GCF_900604315.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea mediterraneensis
INFANTGUT	14410	Ribosomal_L22	RS_GCF_002900365.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae
INFANTGUT	14410	Ribosomal_L22	RS_GCF_001660175.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp001660175
INFANTGUT	14410	Ribosomal_L22	RS_GCF_900460855.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
INFANTGUT	14410	Ribosomal_L22	RS_GCF_001655675.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Mangrovibacter	Mangrovibacter phragmitis
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000026325.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000463155.2	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	Siccibacter turicensis
INFANTGUT	14410	Ribosomal_L22	RS_GCF_001277235.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter dublinensis
INFANTGUT	14410	Ribosomal_L22	RS_GCF_005843885.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp005843885
INFANTGUT	14410	Ribosomal_L22	RS_GCF_003018335.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
INFANTGUT	14410	Ribosomal_L22	RS_GCF_002918555.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
INFANTGUT	14410	Ribosomal_L22	RS_GCF_000982825.1	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii
INFANTGUT	14410	Ribosomal_L22	CONSENSUS	100.0	196.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	None	None
INFANTGUT	8083	ribosomal_L24	RS_GCF_000392875.1	98.0	179.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
INFANTGUT	8083	ribosomal_L24	RS_GCF_900604485.1	93.0	172.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp900604485
INFANTGUT	8083	ribosomal_L24	RS_GCF_002140975.1	90.1	171.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp002140975
INFANTGUT	8083	ribosomal_L24	RS_GCF_001742285.1	92.0	171.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus rivorum
INFANTGUT	8083	ribosomal_L24	RS_GCF_001050095.1	90.0	170.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus massiliensis
INFANTGUT	8083	ribosomal_L24	RS_GCF_000185365.1	91.0	170.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus italicus
INFANTGUT	8083	ribosomal_L24	RS_GCF_000406925.1	91.0	169.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus columbae
INFANTGUT	8083	ribosomal_L24	RS_GCF_000407365.1	90.0	167.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus asini
INFANTGUT	8083	ribosomal_L24	RS_GCF_000407565.1	90.0	167.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum
INFANTGUT	8083	ribosomal_L24	CONSENSUS	98.0	179.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
INFANTGUT	794	Ribosomal_L22	RS_GCF_003437535.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
INFANTGUT	794	Ribosomal_L22	RS_GCF_000374585.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola barnesiae
INFANTGUT	794	Ribosomal_L22	RS_GCF_000187895.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
INFANTGUT	794	Ribosomal_L22	GB_GCA_900553185.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900553185
INFANTGUT	794	Ribosomal_L22	GB_GCA_900541515.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900541515
INFANTGUT	794	Ribosomal_L22	RS_GCF_000157915.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprophilus
INFANTGUT	794	Ribosomal_L22	GB_GCA_900066445.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066445
INFANTGUT	794	Ribosomal_L22	GB_GCA_900066455.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066455
INFANTGUT	794	Ribosomal_L22	RS_GCF_000156075.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
INFANTGUT	794	Ribosomal_L22	RS_GCF_000614185.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii
INFANTGUT	794	Ribosomal_L22	GB_GCA_900544075.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900544075
INFANTGUT	794	Ribosomal_L22	RS_GCF_900128455.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola mediterraneensis
INFANTGUT	794	Ribosomal_L22	RS_GCF_000012825.1	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
INFANTGUT	794	Ribosomal_L22	RS_GCF_900128495.1	96.2	195.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola ilei
INFANTGUT	794	Ribosomal_L22	RS_GCF_900108345.1	97.1	195.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ndongoniae
INFANTGUT	794	Ribosomal_L22	RS_GCF_000154845.1	97.1	194.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola
INFANTGUT	794	Ribosomal_L22	RS_GCF_003438995.1	97.1	194.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	OM05-12	OM05-12 sp003438995
INFANTGUT	794	Ribosomal_L22	RS_GCF_004342845.1	97.1	194.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides heparinolyticus
INFANTGUT	794	Ribosomal_L22	RS_GCF_000428105.1	96.2	194.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes
INFANTGUT	794	Ribosomal_L22	GB_GCA_002471195.1	96.2	194.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp002471195
INFANTGUT	794	Ribosomal_L22	CONSENSUS	98.1	196.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	None
INFANTGUT	3121	ribosomal_L24	RS_GCF_900243075.1	98.1	187.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3121	ribosomal_L24	RS_GCF_000438845.1	98.1	187.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3121	ribosomal_L24	RS_GCF_001299635.1	97.1	185.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3121	ribosomal_L24	RS_GCF_000449425.2	97.1	185.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3121	ribosomal_L24	CONSENSUS	98.1	187.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	8089	Ribosomal_L22	RS_GCF_000392875.1	100.0	195.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
INFANTGUT	8089	Ribosomal_L22	RS_GCF_000415185.1	99.0	194.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
INFANTGUT	8089	Ribosomal_L22	RS_GCF_000407205.1	99.0	194.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus villorum
INFANTGUT	8089	Ribosomal_L22	RS_GCF_001544215.1	99.0	194.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
INFANTGUT	8089	Ribosomal_L22	RS_GCF_000271405.2	99.0	194.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae
INFANTGUT	8089	Ribosomal_L22	RS_GCF_002140175.1	99.0	194.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp002140175
INFANTGUT	8089	Ribosomal_L22	RS_GCF_001544255.1	99.0	194.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
INFANTGUT	8089	Ribosomal_L22	RS_GCF_005158285.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus pernyi
INFANTGUT	8089	Ribosomal_L22	RS_GCF_000407505.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus phoeniculicola
INFANTGUT	8089	Ribosomal_L22	RS_GCF_002947535.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii
INFANTGUT	8089	Ribosomal_L22	RS_GCF_003957375.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii
INFANTGUT	8089	Ribosomal_L22	RS_GCF_002813755.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii
INFANTGUT	8089	Ribosomal_L22	RS_GCF_001886265.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus thailandicus
INFANTGUT	8089	Ribosomal_L22	GB_GCA_004309355.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp004309355
INFANTGUT	8089	Ribosomal_L22	RS_GCF_001730365.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus quebecensis
INFANTGUT	8089	Ribosomal_L22	RS_GCF_002140715.1	98.1	193.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp002140715
INFANTGUT	8089	Ribosomal_L22	RS_GCF_003269465.1	98.1	192.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
INFANTGUT	8089	Ribosomal_L22	RS_GCF_001886195.1	98.1	192.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus ratti
INFANTGUT	8089	Ribosomal_L22	RS_GCF_000406965.1	97.1	191.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium
INFANTGUT	8089	Ribosomal_L22	RS_GCF_000407185.1	97.1	191.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus malodoratus
INFANTGUT	8089	Ribosomal_L22	CONSENSUS	100.0	195.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
INFANTGUT	14390	Ribosomal_L17	RS_GCF_006715005.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
INFANTGUT	14390	Ribosomal_L17	RS_GCF_000759775.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia albertii
INFANTGUT	14390	Ribosomal_L17	GB_GCA_900446925.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri
INFANTGUT	14390	Ribosomal_L17	RS_GCF_001571305.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia persicina
INFANTGUT	14390	Ribosomal_L17	RS_GCF_002291445.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Brenneria	Brenneria goodwinii
INFANTGUT	14390	Ribosomal_L17	RS_GCF_001266615.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera cryocrescens
INFANTGUT	14390	Ribosomal_L17	RS_GCF_000264785.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Edwardsiella	Edwardsiella ictaluri
INFANTGUT	14390	Ribosomal_L17	RS_GCF_000208585.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp000208585
INFANTGUT	14390	Ribosomal_L17	RS_GCF_002858715.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Nissabacter	Nissabacter sp002858715
INFANTGUT	14390	Ribosomal_L17	RS_GCF_002895925.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Mixta	Mixta theicola
INFANTGUT	14390	Ribosomal_L17	RS_GCF_000336255.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia toletana
INFANTGUT	14390	Ribosomal_L17	RS_GCF_001750725.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter ludwigii
INFANTGUT	14390	Ribosomal_L17	RS_GCF_001729805.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
INFANTGUT	14390	Ribosomal_L17	RS_GCF_000688655.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lonsdalea	Lonsdalea quercina
INFANTGUT	14390	Ribosomal_L17	RS_GCF_002386385.1	100.0	216.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter gillenii
